name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Russia, Krasnodar",2016-07-01,27,19,23.1,28.5,19,23.1,20.1,84.1,8.3,100,100,rain,0,0,39.6,18,133.1,1009.4,52,9.8,274.1,23.5,8,,2016-07-01T04:41:17,2016-07-01T20:14:31,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-02,28,20,23.7,29.9,20,23.9,20.2,81.8,4.4,100,95.83,rain,0,0,,18,44.3,1010.8,63.1,10,175.3,15.3,5,,2016-07-02T04:41:52,2016-07-02T20:14:18,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-03,30.5,19.5,25.1,30,19.5,25.1,16.5,62,0,0,0,,0,0,,28.8,60.9,1009.5,63.6,10,225.6,19.5,7,,2016-07-03T04:42:28,2016-07-03T20:14:02,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-04,32,17,25.5,31,17,25.2,15.1,56.7,0,0,0,,0,0,,14.4,60.7,1008.8,4.8,10,357.3,30.9,10,,2016-07-04T04:43:06,2016-07-04T20:13:44,0,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-05,31,18,23,32.7,18,23.4,17.7,73.4,0.4,100,16.67,rain,0,0,,21.6,330.4,1009.6,25.3,10,278.2,24,8,,2016-07-05T04:43:46,2016-07-05T20:13:24,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-06,29,17.5,23.4,29.3,17.5,23.5,16.3,67.2,0,0,0,,0,0,,14.4,16.6,1011,5.8,9.9,333.9,28.9,9,,2016-07-06T04:44:28,2016-07-06T20:13:01,0.06,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-07,31,17,24.5,31.6,17,24.8,15.8,59.5,0,0,0,,0,0,,16.2,287,1008.9,29.4,10,316.6,27.5,9,,2016-07-07T04:45:11,2016-07-07T20:12:36,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-08,26,18,22.1,26,18,22.1,15,66.8,1.5,100,37.5,rain,0,0,,23.4,294.4,1012.1,29.5,10,302.3,26.2,9,,2016-07-08T04:45:55,2016-07-08T20:12:09,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-09,27.5,15,21.3,27.2,15,21.2,13.8,65,0,0,0,,0,0,,16.2,232.7,1015.1,28.3,10,299,26,9,,2016-07-09T04:46:42,2016-07-09T20:11:39,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-10,29,15,22.6,28.3,15,22.5,14,61.4,3.3,100,62.5,rain,0,0,,23.4,75,1012,77.6,10,211.4,18.3,6,,2016-07-10T04:47:29,2016-07-10T20:11:07,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-11,26,17.5,21.5,26,17.5,21.5,16.8,75.4,2.3,100,66.67,rain,0,0,,16.2,107.6,1014.1,34.3,10,311.4,27,8,,2016-07-11T04:48:18,2016-07-11T20:10:33,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-12,30,15.5,23.2,29.9,15.5,23.2,15.6,65.9,0,0,0,,0,0,,21.6,75.7,1017.2,5,10,348.6,30.1,9,,2016-07-12T04:49:09,2016-07-12T20:09:56,0.25,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-13,33,17,25.4,32,17,25,14.1,53.4,0,0,0,,0,0,,28.8,73.4,1014.9,3.9,10,357.3,31.1,10,,2016-07-13T04:50:01,2016-07-13T20:09:18,0.29,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-14,34,17,26.4,34.3,17,26.5,15.6,54.2,0,0,0,,0,0,,25.2,86.1,1008.9,0,10,349.7,30.2,10,,2016-07-14T04:50:54,2016-07-14T20:08:37,0.32,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-15,32,20,26.4,33.5,20,26.9,17.2,58.5,0,0,0,,0,0,32.4,18,84,1008.5,0,10,343.2,29.6,9,,2016-07-15T04:51:48,2016-07-15T20:07:54,0.35,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-16,35,21,28.1,37.5,21,29.3,20,64.8,0,0,0,,0,0,,14.4,102.5,1010.1,0,9.9,336.9,29,9,,2016-07-16T04:52:43,2016-07-16T20:07:08,0.38,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-17,38,24,30.5,39.8,24,31.8,19.6,55.4,0,0,0,,0,0,,28.8,84.4,1007.7,1,10,333.3,28.7,9,,2016-07-17T04:53:40,2016-07-17T20:06:21,0.42,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-18,36,23,29.7,40.3,23,31.7,21.2,62.8,0,0,0,,0,0,,21.6,204.6,1003.3,10.7,10,332.2,28.6,9,,2016-07-18T04:54:38,2016-07-18T20:05:31,0.45,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-19,31,22.5,26.4,32.2,22.5,27.2,20.4,71.7,0.8,100,33.33,rain,0,0,,27,229.1,1004,29.9,10,290.8,25.2,8,,2016-07-19T04:55:36,2016-07-19T20:04:40,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-20,27,19.5,23.4,27.8,19.5,23.5,17.8,71.9,1,100,37.5,rain,0,0,,19.8,250.4,1009,46.5,9.9,298.6,25.7,9,,2016-07-20T04:56:36,2016-07-20T20:03:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-21,25.5,18,22.2,25.5,18,22.2,16.6,71.8,0.9,100,20.83,rain,0,0,,16.2,130.4,1011.5,45.3,10,179.7,15.4,5,,2016-07-21T04:57:37,2016-07-21T20:02:50,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-22,28.5,16.5,23.4,28.3,16.5,23.3,14.7,61.8,0,0,0,,0,0,,18,240.7,1013.1,7,10,331.7,28.5,9,,2016-07-22T04:58:38,2016-07-22T20:01:53,0.59,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-23,25.5,18.5,22.2,25.5,18.5,22.2,16.4,69.9,0.3,100,12.5,rain,0,0,,21.6,253.1,1012.1,26.9,10,301.8,26,9,,2016-07-23T04:59:40,2016-07-23T20:00:53,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-24,26,18,22.1,26,18,22.1,16.7,72.5,10.8,100,58.33,rain,0,0,50.4,30.6,251.3,1008.7,36.5,10,260.5,22.5,7,,2016-07-24T05:00:43,2016-07-24T19:59:51,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-25,28,17,22.8,28.3,17,22.9,16.5,69.6,6.7,100,75,rain,0,0,,12.6,302.1,1010.9,37.3,10,301.8,26,9,,2016-07-25T05:01:47,2016-07-25T19:58:48,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-07-26,30,16,23.8,30.4,16,23.9,16.5,66.7,0,0,0,,0,0,,12.6,65.7,1012.8,19.3,9.9,320.9,27.8,9,,2016-07-26T05:02:52,2016-07-26T19:57:42,0.73,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-27,31,18,25.1,30.5,18,25.1,16.2,60.5,0,0,0,,0,0,,25.2,63.2,1012.3,10.1,9.8,308.3,26.5,9,,2016-07-27T05:03:57,2016-07-27T19:56:35,0.75,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-28,32,19,26.1,32.4,19,26.3,16.8,58.7,0,0,0,,0,0,,23.4,57.1,1011.8,5.2,9.9,295.8,25.6,9,,2016-07-28T05:05:03,2016-07-28T19:55:26,0.8,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-29,32,19,25.6,31.3,19,25.4,15.3,55.9,0,0,0,,0,0,,23.4,72.6,1011.5,0.1,9.3,308.1,26.8,9,,2016-07-29T05:06:09,2016-07-29T19:54:15,0.84,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-30,33,17,25.3,31.5,17,24.8,12.7,49.2,0,0,0,,0,0,,27,71,1009.3,29.5,9.9,308.1,26.8,9,,2016-07-30T05:07:16,2016-07-30T19:53:03,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-07-31,34,17,26.1,32.7,17,25.8,14.1,52.3,0,0,0,,0,0,,18,103.9,1011,54.8,9.9,314.3,27.1,9,,2016-07-31T05:08:24,2016-07-31T19:51:49,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-01,34.1,18,26.9,33.5,18,26.8,16,55.4,0,0,0,,0,0,,16.2,70.9,1012.3,4,9.9,308.7,26.6,9,,2016-08-01T05:09:31,2016-08-01T19:50:33,0.95,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-02,35,19.5,27.6,34.7,19.5,27.7,16.6,54.9,0,0,0,,0,0,,16.2,68.5,1010,12.2,9.8,298.9,25.8,9,,2016-08-02T05:10:40,2016-08-02T19:49:16,0,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-03,35.5,19,27.9,36,19,28.6,17.9,58.1,1.1,100,29.17,rain,0,0,,14.4,147.3,1007.2,22.2,9.9,230.1,19.8,8,,2016-08-03T05:11:48,2016-08-03T19:47:57,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-04,26,21.5,23,26,21.5,23,19.2,79.7,1.8,100,45.83,rain,0,0,,23.4,265.4,1010.8,45.7,9.8,124.8,10.8,4,,2016-08-04T05:12:58,2016-08-04T19:46:36,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-05,31,19,24.9,32.2,19,25.4,19.3,73.6,0.2,100,8.33,rain,0,0,,12.6,55,1012.6,30.4,9.2,216,18.9,6,,2016-08-05T05:14:07,2016-08-05T19:45:14,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-06,32,21.5,26.5,35.3,21.5,27.5,20.3,70.3,0,0,0,,0,0,,23.4,64.6,1010.4,50.4,9.7,169.3,14.6,5,,2016-08-06T05:15:17,2016-08-06T19:43:50,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-07,33,21.5,26.2,35.2,21.5,26.8,19,66.5,0,0,0,,0,0,,18,88,1009.6,52.5,10,157.5,13.7,5,,2016-08-07T05:16:27,2016-08-07T19:42:25,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-08,34,21,26.5,35.4,21,27.2,20,70.1,0.7,100,29.17,rain,0,0,68.4,28.8,238.6,1011,24.2,10,240.9,20.8,8,,2016-08-08T05:17:37,2016-08-08T19:40:59,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-09,34,21.5,27.6,35.7,21.5,28.5,19.5,65.1,0,0,0,,0,0,,21.6,87,1011.5,4,9.9,302.6,26.1,9,,2016-08-09T05:18:47,2016-08-09T19:39:31,0.21,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-10,35,22,29.2,35.7,22,29.5,16.6,48.7,0.3,100,12.5,rain,0,0,,32.4,65.9,1008.6,28.6,10,271.7,23.5,8,,2016-08-10T05:19:58,2016-08-10T19:38:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-11,30.5,20.5,25.1,33.1,20.5,25.4,18.1,67.2,2.7,100,95.83,rain,0,0,39.6,25.2,65.5,1009.7,34.8,9.8,261.2,22.2,8,,2016-08-11T05:21:09,2016-08-11T19:36:32,0.27,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-12,32,19,25.9,34.6,19,27,20.3,73.5,0,0,0,,0,0,,12.6,92.4,1011.1,16.1,10,287.6,24.9,8,,2016-08-12T05:22:20,2016-08-12T19:35:00,0.31,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-13,33,23,26.7,37,23,28.2,21.6,75.7,2,100,50,rain,0,0,46.8,23.4,234.7,1011.6,27.4,9.6,274.6,23.5,8,,2016-08-13T05:23:31,2016-08-13T19:33:27,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-14,24,16.5,21.8,24,16.5,21.8,16.3,72.6,19.6,100,50,rain,0,0,39.6,25.2,275.4,1014.8,39.9,10,227.7,19.6,7,,2016-08-14T05:24:42,2016-08-14T19:31:53,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-15,28,14,21.5,27.5,14,21.5,12.6,59.4,0,0,0,,0,0,,14.4,183.4,1018.3,3.2,10,310.3,26.6,9,,2016-08-15T05:25:54,2016-08-15T19:30:18,0.4,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-16,29.5,15.5,23.3,29.4,15.5,23.2,14.6,61.2,0.7,100,20.83,rain,0,0,,28.8,58.7,1013.6,14.6,10,265.7,23,9,,2016-08-16T05:27:05,2016-08-16T19:28:42,0.44,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-17,31,18.5,24.5,32.4,18.5,25,17.7,66.6,2.9,100,91.67,rain,0,0,,12.6,90.2,1009.7,24.3,10,217.4,18.8,7,,2016-08-17T05:28:17,2016-08-17T19:27:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-18,30,20.5,24.9,31.9,20.5,25.4,19.4,72.7,7.1,100,87.5,rain,0,0,,18,232.9,1010,26.4,10,140.9,12,4,,2016-08-18T05:29:28,2016-08-18T19:25:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-19,33,19,26.5,34.7,19,27.2,19.2,67.4,0,0,0,,0,0,,19.8,77,1012.1,9.3,9.9,275,23.6,8,,2016-08-19T05:30:40,2016-08-19T19:23:47,0.54,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-20,35.5,23,28.8,37.3,23,29.4,18.3,55.7,0,0,0,,0,0,,25.2,69.6,1011.9,5.4,10,284.6,24.5,8,,2016-08-20T05:31:51,2016-08-20T19:22:06,0.57,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-21,34,21,27.8,36.5,21,28.6,17.9,56.3,0,0,0,,0,0,,21.6,78.6,1011,23.5,10,203.8,17.7,7,,2016-08-21T05:33:03,2016-08-21T19:20:25,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-22,34.5,22.5,27.5,35.4,22.5,27.9,16.4,51.7,0,0,0,,0,0,32.4,23.4,73.6,1009.9,58.8,10,174,15,7,,2016-08-22T05:34:15,2016-08-22T19:18:43,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-23,34,23,28,35.5,23,28.8,17.7,54.6,0,0,0,,0,0,,18,91.6,1010.7,40.6,10,226.9,19.7,8,,2016-08-23T05:35:26,2016-08-23T19:17:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-24,33,22.5,28.2,36.6,22.5,29.8,21,66.2,0,0,0,,0,0,,14.4,219.2,1010.7,42.2,10,235.9,20.3,7,,2016-08-24T05:36:38,2016-08-24T19:15:16,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-08-25,32,22,26.5,33.8,22,27.2,20,69.6,2,100,12.5,rain,0,0,,19.8,261.8,1010.5,61.6,10,116.3,10.1,4,,2016-08-25T05:37:50,2016-08-25T19:13:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-26,29,21,24.6,30.3,21,25,18.6,70.5,1,100,12.5,rain,0,0,,14.4,298.6,1013.4,36.1,10,217,18.6,7,,2016-08-26T05:39:01,2016-08-26T19:11:46,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-27,30.5,19,24.5,31.9,19,25,18.2,68.9,1,100,41.67,rain,0,0,,21.6,66.4,1015.8,41.2,9.8,199.5,17.3,7,,2016-08-27T05:40:13,2016-08-27T19:10:00,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-28,32.5,20,26.7,33.5,20,27.2,17.7,60,2.1,100,25,rain,0,0,,32.4,66.8,1014.5,65.3,10,176.8,15.3,8,,2016-08-28T05:41:24,2016-08-28T19:08:13,0.86,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-29,34,22,28.1,34.1,22,28.2,15.3,46.5,2,100,54.17,rain,0,0,,32.4,80,1012.5,34.2,10,180.3,15.6,5,,2016-08-29T05:42:36,2016-08-29T19:06:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-30,31.5,20.5,25.7,32.7,20.5,25.9,17,60.2,0.5,100,12.5,rain,0,0,,30.6,106.2,1010.5,27.3,10,203,17.7,6,,2016-08-30T05:43:48,2016-08-30T19:04:37,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-08-31,29.5,20.5,24,30.6,20.5,24.1,19.7,77.9,10.2,100,91.67,rain,0,0,,23.4,228.1,1010.2,35.9,10,187.8,16.2,5,,2016-08-31T05:44:59,2016-08-31T19:02:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-01,25,14.5,20,25,14.5,20,13.1,67.3,0.3,100,12.5,rain,0,0,,18,344.8,1015.8,38.4,10,273.3,23.5,8,,2016-09-01T05:46:11,2016-09-01T19:00:59,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-02,25,11,18.6,25,11,18.6,9,57.3,0,0,0,,0,0,,19.8,75.7,1015.8,0.5,10,275.2,23.8,8,,2016-09-02T05:47:22,2016-09-02T18:59:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-03,28,12,20.7,27,12,20.6,8.9,49.7,0,0,0,,0,0,,21.6,60.7,1013.1,62.7,10,265.6,23.2,8,,2016-09-03T05:48:34,2016-09-03T18:57:18,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-04,28,15.5,21.3,27.3,15.5,21.3,11.9,56.9,0.3,100,12.5,rain,0,0,,14.4,68.7,1013.2,88.5,9.9,165.5,14.3,5,,2016-09-04T05:49:45,2016-09-04T18:55:27,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-05,30,12.5,21.2,28.7,12.5,20.9,12.8,64.6,0,0,0,,0,0,,10.8,113.8,1014.4,39.1,8.4,252.6,21.9,8,,2016-09-05T05:50:57,2016-09-05T18:53:36,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-06,31,14,22.8,29.7,14,22.5,12.7,58.5,0,0,0,,0,0,,19.8,85.2,1015.4,52.2,10,152.3,13.1,5,,2016-09-06T05:52:08,2016-09-06T18:51:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-07,31,15.5,23.5,29.6,15.5,23.2,11.3,48.3,0,0,0,,0,0,,18,310.7,1017.1,5.6,10,256.4,22.2,8,,2016-09-07T05:53:20,2016-09-07T18:49:52,0.19,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-08,29,13,21.6,27.8,13,21.4,9.8,49.3,0,0,0,,0,0,,14.4,304.7,1015.5,1.8,10,253.7,22,8,,2016-09-08T05:54:31,2016-09-08T18:47:59,0.23,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-09,29.5,14,21.8,28.7,14,21.5,10.9,53.7,0,0,0,,0,0,,23.4,261.9,1013,57.1,10,247.2,21.2,8,,2016-09-09T05:55:43,2016-09-09T18:46:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-10,28,13,20.6,27,13,20.4,9,51.5,0,0,0,,0,0,,18,68.8,1016.9,0.1,10,254.6,22.1,8,,2016-09-10T05:56:54,2016-09-10T18:44:13,0.29,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-11,27,11,19.6,26.5,11,19.5,5.5,42.3,0,0,0,,0,0,,19.8,60.9,1016.9,0.1,10,250.3,21.6,8,,2016-09-11T05:58:06,2016-09-11T18:42:19,0.32,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-12,27,11,20.1,26.5,11,20,6.4,43.1,0,0,0,,0,0,,23.4,55.1,1017,0.4,10,250.3,21.6,8,,2016-09-12T05:59:17,2016-09-12T18:40:26,0.36,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-13,29,13,21.4,27.7,13,21.1,7.8,43.6,0,0,0,,0,0,,19.8,73.8,1012.4,2.5,9.9,243.4,21.1,8,,2016-09-13T06:00:29,2016-09-13T18:38:32,0.39,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-14,30,13.5,21.6,28.6,13.5,21.3,11.2,55,3.8,100,12.5,rain,0,0,,25.2,243.4,1008.5,50.5,10,211.8,18.2,7,,2016-09-14T06:01:41,2016-09-14T18:36:37,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-15,23,11,17.4,23,11,17.4,6,49.2,7.3,100,29.17,rain,0,0,,19.8,335.4,1012.8,11.9,10,242.1,20.9,8,,2016-09-15T06:02:52,2016-09-15T18:34:43,0.45,Rain,Clear conditions throughout the day with rain clearing later.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-16,23,6.5,15.3,23,6.5,15.2,6.3,58.1,0,0,0,,0,0,,12.6,250,1016.1,21.1,10,228.9,19.9,7,,2016-09-16T06:04:04,2016-09-16T18:32:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2016-09-17,25,11,18.3,25,11,18.3,10.5,62.2,0,0,0,,0,0,,30.6,231.4,1013.5,18.1,10,198.6,17,7,,2016-09-17T06:05:16,2016-09-17T18:30:54,0.52,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK,remote"
"Russia, Krasnodar",2016-09-18,22.5,14.5,18.8,22.5,14.5,18.8,15.1,80.1,10.9,100,100,rain,0,0,,36,243.2,1013.3,65.9,9.6,131.9,11.3,5,,2016-09-18T06:06:28,2016-09-18T18:29:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-19,16,12,14.3,16,12,14.3,12.9,92,8.6,100,79.17,rain,0,0,,19.8,61.4,1012.5,89.9,8.9,143,12.4,5,,2016-09-19T06:07:40,2016-09-19T18:27:05,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-20,27,14,18.9,27.7,14,19,15.9,84.2,6.9,100,45.83,rain,0,0,,30.6,145.1,1004.1,76.2,6.9,124,10.7,4,,2016-09-20T06:08:52,2016-09-20T18:25:10,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-21,20,14.5,16.6,20,14.5,16.6,13.2,80.7,22.3,100,66.67,rain,0,0,,28.8,258.5,1006.7,66.3,9.9,106.1,9.1,5,,2016-09-21T06:10:05,2016-09-21T18:23:16,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-22,16,10,14,16,10,14,9.2,73.6,7.8,100,45.83,rain,0,0,,18,198.9,1015.5,77.2,10,154.6,13.4,7,,2016-09-22T06:11:17,2016-09-22T18:21:21,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"34929099999,URKK"
"Russia, Krasnodar",2016-09-23,13,9.5,11,13,8.6,10.9,9.7,92.1,9.1,100,75,rain,0,0,,19.8,5.3,1016.2,72.3,9.3,69.1,6,2,,2016-09-23T06:12:30,2016-09-23T18:19:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
